-1.997135,-3.040528,9.268953
-1.776095,-3.025956,9.550471
-1.538192,-2.951953,9.841887
-1.123730,-2.733493,10.234938
-2.592823,-2.458169,9.219210
-2.314683,-2.507964,9.539998
-1.993651,-2.549673,9.985771
-1.457580,-2.465798,10.448391
-2.956465,-2.131920,9.374078
-2.741296,-2.183090,9.697685
-2.390001,-2.221776,10.166879
-1.741804,-2.202007,10.588429
-2.946751,-1.706429,9.663307
-2.741349,-1.747008,9.979128
-2.431409,-1.783378,10.318542
-1.822479,-1.722545,10.816022
-1.933051,-0.568437,10.291881
-1.544008,-0.575988,10.642008
-0.751608,-0.932390,10.856736
-0.281230,-1.529664,10.921740
-1.158600,-1.305447,10.869104
-0.020615,-1.794484,10.861069
0.067963,-2.073455,10.728643
0.302411,-1.910286,10.818636
0.032371,-1.361308,11.013411
1.505255,-1.393627,11.824341
2.143713,-0.909315,12.512192
-1.259224,-2.511457,10.149089
-1.629504,-2.273401,10.320515
-1.870446,-1.911259,10.476797
